Product Title,Product category,Product Price,Product Description,Prime Status,Rating,Product Score,Product Link,Product availability,Image Sources
"Pampers premium extra care diapers, size 6, 13 kg, with lotion with aloe vera, 38 baby diapers",Baby Products,‏314.50 جنيه,"['EXTRA CARE: Introducing Pampers Premium EXTRA CARE diapers, because “good enough” is never enough to care for your baby’s precious skin & we know you always go the extra mile to give your baby the absolute best', 'EXTRA COMFORT: Infused with lotion with Aloe Vera to gently wrap & make baby’s delicate skin EXTRA comfortable', 'EXTRA SOFTNESS: Made with cotton-like material to provide your baby with the softest touch', ""EXTRA ABSORBENCY: and of course, no leakage worries with layers of ultimate absorbency that will keep wetness away from your baby's skin to ensure protection from irritation."", 'PREMIUM EXTRA CARE: Available in all sizes to give your baby the EXTRA CARE they deserve from the minute they’re born']",Not Prime,4.7 out of 5 stars,200+ bought in past month,https://amazon.eg/-/en/dp/B0BF59SRF1,In Stock,"['https://m.media-amazon.com/images/I/51OkHajQ6gL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41oAyNqOzKL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41gpJOp6A+L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41MKMYErm6L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41i3KKWkIAL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41xTgjm46dL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/4159z6NCizL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/81+9Zinmr2L._AC_SY300_SX300_.jpg']"
Port Baby Cotton Fur-Lined Baby Protection (Grey),Baby Products,‏176.40 جنيه,About this item section not found.,Not Prime,3.6 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0BFTKKGXK,Only 1 left in stock - order soon.,"['https://m.media-amazon.com/images/I/31gVp3JtdoL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61g0FiqMWsL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Baby Gym Play Mat, Kick And Play Piano Tummy Time Gym Mat, Musical Piano Activity Playmat For Baby Girl & Boy 0 To 3 6 9 12 Months, Baby Floor Mat Activity Center For Newborn Infant Toddler (Purple)",Baby Products,‏384.40 جنيه,"['Perfect Baby Activity Gym: Get your baby excited to play with TOY Life play mat activity gym! Our tummy time mat for babies 0-36 months comes with 4 animal-shaped hanging rattles, a removable piano keyboard, soft and comfortable mat. Also, babies can have fun peeking into the mirror! Kick and play piano gym can help keep your little one become more active while also giving them various ways to build up their muscles and cognitive functions.', ""Cute Early Musical Educational Toys: Babies can play their first little melodies using the attached pedal piano keyboard. Your baby will enjoy this wonderful melody by kicking the key on the keyboards. Multiple music modes, emit a variety of music suitable for the baby and exercise the baby's music sensitivity. Rhythmic tapping or playing training develops the baby’s sense of music and hearing sensitivity."", 'Great For Range of Ages Baby: This piano playmat gym for infants is not only great for tummy time, but also keeps up with their growing babies. Suitable for a wide range of ages and development stages, Your 0-6 months baby can either lie on mat and play with hanging toys from the arch, or enjoy tummy time and explore the colorful mat when they are 9+ months.', 'AFE & Baby-friendly Activity Mat: Everything about this activity mat is meant to be just right for infants. The mat is comfy but not too padded, and the hanging rattles and piano with smooth edges are made of non-toxic materials that are safe for baby. Overall, our play mat is relatively easy to store-you simply fold the play mat in half and it’s ready to stow away. It is washable, easy to clean and keep hygienic.', 'The Ideal Gift: If you are looking for a baby shower gift, birthday gifts or a present for a new parent, look no farther! You are backed by our 100% satisfaction guarantee - either you love this baby gyms & playmats for boys and girls, or we wil give you a full refund.']",Not Prime,3.4 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0B9DHBY4Q,Only 1 left in stock - order soon.,"['https://m.media-amazon.com/images/I/41BgN5diutL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41qqJRHJNrL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61qJ0j8FRyL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61ZLn9ldaiL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/517OjaNU-VL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61TjEyDbskL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61C7MZElnxL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61fW1bRehnL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Fine Baby Diapers, Size 4, Large, 7-14 kg, 58 Diaper",Baby Products,‏203.00 جنيه,"['The new & improved Fine Baby provides your baby with longer-lasting dryness, all while helping you save more!', 'Thanks to its double lock technology, stretchy sides, leak barriers and super absorbent gel core, it helps prevent leakages so that your baby is comfortable throughout the day and night', 'It’s enriched with chamomile lotion and has a breathable back sheet that ensures maximal cottony softness to keep your baby’s skin healthy.', 'It is the only diaper in the world recommended by the Medical Wellness Association.']",Not Prime,4.1 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B0BH522BZK,Not Available,"['https://m.media-amazon.com/images/I/51cG0lsOhJL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51W8z8NT+AL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51-C4m6iGiL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/514qrVyxazL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51a2iBbnR5L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51fhY5JuJoL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61iq45X90nL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/71dM6eZptJL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Cabinet Locks for Babies, Baby Proofing Safety Locks, 10 Pack DUOSI No Screws No Magnets Fridge Refrigerators Locks Baby Proofing Child Safety Cabinet Locks for Kitchen Cabinets and Drawers",Baby Products,‏203.00 جنيه,About this item section not found.,Not Prime,3.7 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B097MRXM4F,Only 1 left in stock - order soon.,"['https://m.media-amazon.com/images/I/514IMlv9wsS._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51QNmrXhDbS._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51IJdEAPOeS._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51DykdUvEFS._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41hHpMSVgMS._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51lS1NoqkHS._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51NBQ6zRQ6L._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71NV5cNU-TS.__AC_SX300_SY300_QL70_ML2_.jpg']"
"JOHNSON’S Baby Oil, Sleep Time, 75ml",Baby Products,‏43.00 جنيه,"['Our Clinically Proven Mildness formula is specially designed for baby’s delicate skin', 'Moisturises to leave skin feeling healthy', 'With soothing NaturalCalm essences', 'Routine clinically proven to help baby sleep better', 'Free from dyes, parabens, and phthalates', 'Hypoallergenic & pH balanced', 'Paediatrician and dermatologist-tested', 'Ideal for massage']",Not Prime,4.6 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B07F37VK1K,In Stock,"['https://m.media-amazon.com/images/I/311mFRL8twL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41URirlm6aL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51ATZK71XGL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41IgGJu63dL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Y3oUt-9xL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41WYAUEmqaL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/A1PmJ02oEML.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/61Ict8xzelL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Baogaier Baby Bibs Waterproof Washable Bib Long Sleeves Toddler Infant Kids Food Feeding Bibs Easily Wipes Clean Weaning Bright Colour EVA Set for Unisex Girls Boys Nursling Playing Painting 4 PCS,Baby Products,‏241.00 جنيه,About this item section not found.,Not Prime,4.5 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0922GK836,In Stock,"['https://m.media-amazon.com/images/I/51o-q9rxDHL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41nF5PfkbMS._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51j9lE8bsnS._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51fKQ6FBcDL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51h2t5ek0mS._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51+w6QZju+L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41URLhtCfHS._AC_SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71mmnuEFYwL.__AC_SY445_SX342_QL70_ML2_.jpg']"
Extra Hygiene WIPES BABY SENSITIVE SKIN 70+10W*3,Health & Household Products,‏130.00 جنيه,"['SOFT', 'HYGIENE', 'FRESH']",Not Prime,4.5 out of 5 stars,50+ bought in past month,https://amazon.eg/-/en/dp/B09R4VDDK9,In Stock,"['https://m.media-amazon.com/images/I/31J17OxbfdL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71nZtWTh2LL.__AC_SY300_SX300_QL70_ML2_.jpg']"
Tola Baby 2 in 1 Shampoo & Body Wash 250 ML,Baby Products,‏115.00 جنيه,"['Age range description: Baby', 'Item form: Liquid', 'Age range description: Baby', 'Item form: Liquid']",Not Prime,Previous page,50+ bought in past month,https://amazon.eg/-/en/dp/B0CG6PWVRM,In Stock,"['https://m.media-amazon.com/images/I/31ZrKANr+XL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61qD0ika1GL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Fine Baby Diapers, Size 2, Small, 3-6 kg, 58 Diaper",Baby Products,‏222.39 جنيه,"['The new & improved Fine Baby provides your baby with longer-lasting dryness, all while helping you save more!', 'Thanks to its double lock technology, stretchy sides, leak barriers and super absorbent gel core, it helps prevent leakages so that your baby is comfortable throughout the day and night', 'It’s enriched with chamomile lotion and has a breathable back sheet that ensures maximal cottony softness to keep your baby’s skin healthy.', 'It is the only diaper in the world recommended by the Medical Wellness Association.']",Not Prime,4.2 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0BH4ZN5RC,In Stock,"['https://m.media-amazon.com/images/I/51hqXxuSwHL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51nu5e+uvUL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51LgmlNxdSL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41OCyYthFWL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51Agyx0wqKL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51pYGr7yu5L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61iq45X90nL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/71+nYOXaD5L._AC_SY300_SX300_.jpg']"
Extra Hygiene WET WIPES BABY ALOE VERA 70+10W*3,Baby Products,‏125.30 جنيه,"['SOFT', 'HYGIENE', 'FRESH']",Not Prime,4.5 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B09R4T94SH,In Stock,"['https://m.media-amazon.com/images/I/41bu2dZEXbL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71X2T1lJkTL.__AC_SY300_SX300_QL70_ML2_.jpg']"
Baby Dara Diaper Rash Cream - 100g,Baby Products,‏119.00 جنيه,"['Comes with secure and hygienic packaging', 'Formulated with care', 'Refer to the packaging for information on use', 'This will be an ideal pick for you']",Not Prime,4.8 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B09M8SW6CK,In Stock,"['https://m.media-amazon.com/images/I/41-9GucjdSL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/618OIUeGX3L.__AC_SX300_SY300_QL70_ML2_.jpg']"
Hero Baby Pouch (mediterranean fruits +orange banana pear biscuit + 3 fruits + apple & banana)100 GM,Grocery,‏139.37 جنيه,['Brand: Hero baby.'],Not Prime,4.7 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0CG9VQ5X6,In Stock,"['https://m.media-amazon.com/images/I/41OmksbYieL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61utESgVXvL.__AC_SY300_SX300_QL70_ML2_.jpg']"
Baby Touch: Little Library,Books,‏310.00 جنيه,About this item section not found.,Not Prime,4.2 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/0241463025,In Stock,"['https://m.media-amazon.com/images/I/31jUFBLNodL._SX342_SY445_.jpg', 'https://m.media-amazon.com/images/I/31jUFBLNodL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41XXzjHC2qL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41WJyL8g+YL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41p9UYr8EcL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41Ore79sfTL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/410Mb-MLkZL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41J1SLU657L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif']"
La Frutta Baby Bottle Brush - 2 Pieces,Baby Products,‏35.11 جنيه,About this item section not found.,Not Prime,3.6 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B0968Z29KC,In Stock,"['https://m.media-amazon.com/images/I/21HRKR7rMTL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/11+p6nL+TdL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21-di6R7fOL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/51Bh96w8pVL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Asalvo stroller travel + black aqua,Baby Products,"‏3,399.00 جنيه","['Wide and padded seat, Steel chassis.', 'Front bar and unique rear brake, Reflective surface wheels, Embroidered Decoration.', 'Extendable handlebar incorporated to transport as a trolley or carry as a bag (included), Large storage basket.', 'Multiposition reclining backrest, Adjustable footrest, One hand folding.', 'Cabin friendly stroller from 0 month.']",Not Prime,3.6 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B08NX84D1F,In Stock,"['https://m.media-amazon.com/images/I/31IU0oJ9-hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21RHSiQr91L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21LktrPruuL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31kNui-uJ7L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41EuiLOFmNL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/318-80eitqL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/717hUwxBEvL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/61MdbqxlWzL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Asalvo stroller travel+ - black red,Baby Products,"‏3,399.00 جنيه","['Front bar and unique rear brake, Reflective surface wheels, Embroidered Decoration.', 'Cabin friendly stroller from 0 month.', 'Wide and padded seat, Steel chassis, Multiposition reclining backrest.', 'Adjustable footrest, One hand folding.', 'Extendable handlebar incorporated to transport as a trolley or carry as a bag (included), Large storage basket.']",Not Prime,3.8 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B08K94H7PG,In Stock,"['https://m.media-amazon.com/images/I/316fhSY3b9L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21h-AiXJfoL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31zOTctu6qL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31p6irOGAcL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41twCzJ-zzL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/717hUwxBEvL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/617PsrbbkJL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Granzia Milk Pad - 30 Count,Baby Products,‏150.00 جنيه,About this item section not found.,Not Prime,5.0 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B091CNK1QX,In Stock,"['https://m.media-amazon.com/images/I/41MuTTbrtfL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/415bmu9YHVL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51iM7ce5iPL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21MY11kbgYL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61ZDpFsP52L.__AC_SY300_SX300_QL70_ML2_.jpg']"
"Pampers pants, size 5, 58 baby diapers - Pack may vary",Baby Products,‏344.95 جنيه,About this item section not found.,Not Prime,4.2 out of 5 stars,200+ bought in past month,https://amazon.eg/-/en/dp/B0976Y73VD,In Stock,"['https://m.media-amazon.com/images/I/51ZYfy6p2TL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51h6Tv5+7hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/510eaykJoHL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51o9jRBY3FL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51f2S1UrenL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41BfbD9CPyL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71NxKRZWMQL.__AC_SX300_SY300_QL70_ML2_.jpg']"
